Contrast,Expected,correct,first_sound,second_sound,third_sound,fourth_sound,response,response_time,total_correct,experiment_file,subject_nr,Participant,Block,test_sp,Condition,Dialect
4,m,1,CF1_θύτης,CF1_θύτης,CF1_θύτης,CF1_χύτης,m,293,11,1c_Perc.osexp,13,FF07,1,0,1,3
14,q,1,CF1_κύμα,CF1_χύμα,CF1_χύμα,CF1_χύμα,q,1134,12,1c_Perc.osexp,13,FF07,1,0,1,3
7,q,1,CF1_ντάμα,CF1_γκάμα,CF1_ντάμα,CF1_ντάμα,q,353,13,1c_Perc.osexp,13,FF07,1,0,1,3
11,q,1,CF1_γένει,CF1_δένει,CF1_γένει,CF1_γένει,q,323,14,1c_Perc.osexp,13,FF07,1,0,1,3
12,q,1,CF1_δούλα,CF1_γούλα,CF1_γούλα,CF1_γούλα,q,126,15,1c_Perc.osexp,13,FF07,1,0,1,3
6,m,1,CF1_θάβει,CF1_θάβει,CF1_χάβει,CF1_θάβει,m,299,16,1c_Perc.osexp,13,FF07,1,0,1,3
16,m,1,CF1_ντύσει,CF1_ντύσει,CF1_ντύσει,CF1_δύσει,m,455,17,1c_Perc.osexp,13,FF07,1,0,1,3
7,m,1,CF1_γκάλα,CF1_γκάλα,CF1_γκάλα,CF1_ντάλα,m,455,18,1c_Perc.osexp,13,FF07,1,0,1,3
5,q,1,CF1_χώμα,CF1_χύμα,CF1_χώμα,CF1_χώμα,q,364,19,1c_Perc.osexp,13,FF07,1,0,1,3
2,q,1,CF1_τάπες,CF1_κάπες,CF1_κάπες,CF1_κάπες,q,480,20,1c_Perc.osexp,13,FF07,1,0,1,3
14,m,1,CF1_χήνα,CF1_χήνα,CF1_χήνα,CF1_κίνα,m,589,21,1c_Perc.osexp,13,FF07,1,0,1,3
8,m,1,CF1_γκέμι,CF1_γκέμι,CF1_γκόμι,CF1_γκέμι,m,394,22,1c_Perc.osexp,13,FF07,1,0,1,3
17,m,1,CF1_γκέλα,CF1_γκέλα,CF1_γέλα,CF1_γκέλα,m,517,23,1c_Perc.osexp,13,FF07,1,0,1,3
1,m,1,CF1_κήπο,CF1_κήπο,CF1_κήπο,CF1_κόπο,m,570,24,1c_Perc.osexp,13,FF07,1,0,1,3
1,m,1,CF1_κάπου,CF1_κάπου,CF1_κήπου,CF1_κάπου,m,470,25,1c_Perc.osexp,13,FF07,1,0,1,3
11,q,1,CF1_δίδα,CF1_γίδα,CF1_γίδα,CF1_γίδα,q,416,26,1c_Perc.osexp,13,FF07,1,0,1,3
5,q,1,CF1_χάνει,CF1_χύνει,CF1_χύνει,CF1_χύνει,q,633,27,1c_Perc.osexp,13,FF07,1,0,1,3
12,m,0,CF1_γάμα,CF1_γάμα,CF1_δάμα,CF1_γάμα,q,1652,27,1c_Perc.osexp,13,FF07,1,0,1,3
9,q,1,CF1_ντι,CF1_γκι,CF1_γκι,CF1_γκι,q,485,28,1c_Perc.osexp,13,FF07,1,0,1,3
18,m,1,CF1_γάμα,CF1_γάμα,CF1_γάμα,CF1_γκάμα,m,723,29,1c_Perc.osexp,13,FF07,1,0,1,3
4,q,1,CF1_χύμα,CF1_θύμα,CF1_θύμα,CF1_θύμα,q,398,30,1c_Perc.osexp,13,FF07,1,0,1,3
9,q,1,CF1_ντέφι,CF1_γκέφι,CF1_ντέφι,CF1_ντέφι,q,516,31,1c_Perc.osexp,13,FF07,1,0,1,3
8,q,1,CF1_γκύζη,CF1_γκάζι,CF1_γκάζι,CF1_γκάζι,q,498,32,1c_Perc.osexp,13,FF07,1,0,1,3
13,q,1,CF1_θέλει,CF1_τέλη,CF1_θέλει,CF1_θέλει,q,597,33,1c_Perc.osexp,13,FF07,1,0,1,3
3,m,1,CF1_κέντα,CF1_κέντα,CF1_τέντα,CF1_κέντα,m,655,34,1c_Perc.osexp,13,FF07,1,0,1,3
15,q,1,CF1_κάνω,CF1_χάνω,CF1_χάνω,CF1_χάνω,q,422,35,1c_Perc.osexp,13,FF07,1,0,1,3
10,q,1,CF1_γέλα,CF1_γάλα,CF1_γέλα,CF1_γέλα,q,510,36,1c_Perc.osexp,13,FF07,1,0,1,3
2,m,1,CF1_κάπας,CF1_κάπας,CF1_τάπας,CF1_κάπας,m,469,37,1c_Perc.osexp,13,FF07,1,0,1,3
15,m,1,CF1_κώμα,CF1_κώμα,CF1_χώμα,CF1_κώμα,m,504,38,1c_Perc.osexp,13,FF07,1,0,1,3
6,m,1,CF1_χάβω,CF1_χάβω,CF1_χάβω,CF1_θάβω,m,594,39,1c_Perc.osexp,13,FF07,1,0,1,3
3,m,1,CF1_τι,CF1_τι,CF1_τι,CF1_κι,m,736,40,1c_Perc.osexp,13,FF07,1,0,1,3
2,q,1,CF1_τάπες,CF1_κάπες,CF1_κάπες,CF1_κάπες,q,374,41,1c_Perc.osexp,13,FF07,2,0,1,3
5,q,1,CF1_χώμα,CF1_χύμα,CF1_χώμα,CF1_χώμα,q,544,42,1c_Perc.osexp,13,FF07,2,0,1,3
4,m,1,CF1_θύτης,CF1_θύτης,CF1_θύτης,CF1_χύτης,m,489,43,1c_Perc.osexp,13,FF07,2,0,1,3
13,m,1,CF1_τάμα,CF1_τάμα,CF1_θάμα,CF1_τάμα,m,242,44,1c_Perc.osexp,13,FF07,2,0,1,3
15,q,1,CF1_κάνω,CF1_χάνω,CF1_χάνω,CF1_χάνω,q,441,45,1c_Perc.osexp,13,FF07,2,0,1,3
12,q,1,CF1_δούλα,CF1_γούλα,CF1_γούλα,CF1_γούλα,q,398,46,1c_Perc.osexp,13,FF07,2,0,1,3
1,m,1,CF1_κήπο,CF1_κήπο,CF1_κήπο,CF1_κόπο,m,468,47,1c_Perc.osexp,13,FF07,2,0,1,3
6,m,1,CF1_θάβει,CF1_θάβει,CF1_χάβει,CF1_θάβει,m,346,48,1c_Perc.osexp,13,FF07,2,0,1,3
18,q,1,CF1_γάτα,CF1_γκάτα,CF1_γάτα,CF1_γάτα,q,395,49,1c_Perc.osexp,13,FF07,2,0,1,3
16,q,1,CF1_ντίμη,CF1_δήμη,CF1_ντίμη,CF1_ντίμη,q,336,50,1c_Perc.osexp,13,FF07,2,0,1,3
7,q,1,CF1_ντάμα,CF1_γκάμα,CF1_ντάμα,CF1_ντάμα,q,439,51,1c_Perc.osexp,13,FF07,2,0,1,3
8,q,1,CF1_γκύζη,CF1_γκάζι,CF1_γκάζι,CF1_γκάζι,q,342,52,1c_Perc.osexp,13,FF07,2,0,1,3
8,m,1,CF1_γκέμι,CF1_γκέμι,CF1_γκόμι,CF1_γκέμι,m,446,53,1c_Perc.osexp,13,FF07,2,0,1,3
9,q,1,CF1_ντέφι,CF1_γκέφι,CF1_ντέφι,CF1_ντέφι,q,420,54,1c_Perc.osexp,13,FF07,2,0,1,3
14,q,1,CF1_κύμα,CF1_χύμα,CF1_χύμα,CF1_χύμα,q,432,55,1c_Perc.osexp,13,FF07,2,0,1,3
3,m,1,CF1_κέντα,CF1_κέντα,CF1_τέντα,CF1_κέντα,m,448,56,1c_Perc.osexp,13,FF07,2,0,1,3
9,q,1,CF1_ντι,CF1_γκι,CF1_γκι,CF1_γκι,q,402,57,1c_Perc.osexp,13,FF07,2,0,1,3
11,q,1,CF1_γένει,CF1_δένει,CF1_γένει,CF1_γένει,q,550,58,1c_Perc.osexp,13,FF07,2,0,1,3
16,m,1,CF1_ντύσει,CF1_ντύσει,CF1_ντύσει,CF1_δύσει,m,545,59,1c_Perc.osexp,13,FF07,2,0,1,3
17,m,1,CF1_γκέλα,CF1_γκέλα,CF1_γέλα,CF1_γκέλα,m,419,60,1c_Perc.osexp,13,FF07,2,0,1,3
10,q,1,CF1_γέλα,CF1_γάλα,CF1_γέλα,CF1_γέλα,q,523,61,1c_Perc.osexp,13,FF07,2,0,1,3
1,m,1,CF1_κάπου,CF1_κάπου,CF1_κήπου,CF1_κάπου,m,374,62,1c_Perc.osexp,13,FF07,2,0,1,3
12,m,1,CF1_γάμα,CF1_γάμα,CF1_δάμα,CF1_γάμα,m,392,63,1c_Perc.osexp,13,FF07,2,0,1,3
3,m,1,CF1_τι,CF1_τι,CF1_τι,CF1_κι,m,448,64,1c_Perc.osexp,13,FF07,2,0,1,3
4,q,1,CF1_χύμα,CF1_θύμα,CF1_θύμα,CF1_θύμα,q,459,65,1c_Perc.osexp,13,FF07,2,0,1,3
17,m,1,CF1_γκέννες,CF1_γκέννες,CF1_γκέννες,CF1_γέννες,m,497,66,1c_Perc.osexp,13,FF07,2,0,1,3
7,m,1,CF1_γκάλα,CF1_γκάλα,CF1_γκάλα,CF1_ντάλα,m,412,67,1c_Perc.osexp,13,FF07,2,0,1,3
6,m,1,CF1_χάβω,CF1_χάβω,CF1_χάβω,CF1_θάβω,m,411,68,1c_Perc.osexp,13,FF07,2,0,1,3
10,q,1,CF1_γόνος,CF1_γένος,CF1_γόνος,CF1_γόνος,q,199,69,1c_Perc.osexp,13,FF07,2,0,1,3
18,m,1,CF1_γάμα,CF1_γάμα,CF1_γάμα,CF1_γκάμα,m,519,70,1c_Perc.osexp,13,FF07,2,0,1,3
13,q,1,CF1_θέλει,CF1_τέλη,CF1_θέλει,CF1_θέλει,q,366,71,1c_Perc.osexp,13,FF07,2,0,1,3
14,m,1,CF1_χήνα,CF1_χήνα,CF1_χήνα,CF1_κίνα,m,513,72,1c_Perc.osexp,13,FF07,2,0,1,3
15,m,1,CF1_κώμα,CF1_κώμα,CF1_χώμα,CF1_κώμα,m,371,73,1c_Perc.osexp,13,FF07,2,0,1,3
2,m,1,CF1_κάπας,CF1_κάπας,CF1_τάπας,CF1_κάπας,m,242,74,1c_Perc.osexp,13,FF07,2,0,1,3
11,q,1,CF1_δίδα,CF1_γίδα,CF1_γίδα,CF1_γίδα,q,324,75,1c_Perc.osexp,13,FF07,2,0,1,3
5,q,1,CF1_χάνει,CF1_χύνει,CF1_χύνει,CF1_χύνει,q,501,76,1c_Perc.osexp,13,FF07,2,0,1,3
1,m,1,CF1_κάπου,CF1_κάπου,CF1_κήπου,CF1_κάπου,m,523,77,1c_Perc.osexp,13,FF07,3,0,1,3
15,m,1,CF1_κώμα,CF1_κώμα,CF1_χώμα,CF1_κώμα,m,214,78,1c_Perc.osexp,13,FF07,3,0,1,3
12,q,1,CF1_δούλα,CF1_γούλα,CF1_γούλα,CF1_γούλα,q,179,79,1c_Perc.osexp,13,FF07,3,0,1,3
12,m,1,CF1_γάμα,CF1_γάμα,CF1_δάμα,CF1_γάμα,m,556,80,1c_Perc.osexp,13,FF07,3,0,1,3
14,m,1,CF1_χήνα,CF1_χήνα,CF1_χήνα,CF1_κίνα,m,596,81,1c_Perc.osexp,13,FF07,3,0,1,3
11,q,1,CF1_γένει,CF1_δένει,CF1_γένει,CF1_γένει,q,274,82,1c_Perc.osexp,13,FF07,3,0,1,3
9,q,1,CF1_ντέφι,CF1_γκέφι,CF1_ντέφι,CF1_ντέφι,q,337,83,1c_Perc.osexp,13,FF07,3,0,1,3
4,q,1,CF1_χύμα,CF1_θύμα,CF1_θύμα,CF1_θύμα,q,421,84,1c_Perc.osexp,13,FF07,3,0,1,3
4,m,1,CF1_θύτης,CF1_θύτης,CF1_θύτης,CF1_χύτης,m,576,85,1c_Perc.osexp,13,FF07,3,0,1,3
18,m,1,CF1_γάμα,CF1_γάμα,CF1_γάμα,CF1_γκάμα,m,637,86,1c_Perc.osexp,13,FF07,3,0,1,3
1,m,1,CF1_κήπο,CF1_κήπο,CF1_κήπο,CF1_κόπο,m,408,87,1c_Perc.osexp,13,FF07,3,0,1,3
18,q,1,CF1_γάτα,CF1_γκάτα,CF1_γάτα,CF1_γάτα,q,387,88,1c_Perc.osexp,13,FF07,3,0,1,3
17,m,1,CF1_γκέλα,CF1_γκέλα,CF1_γέλα,CF1_γκέλα,m,309,89,1c_Perc.osexp,13,FF07,3,0,1,3
15,q,1,CF1_κάνω,CF1_χάνω,CF1_χάνω,CF1_χάνω,q,383,90,1c_Perc.osexp,13,FF07,3,0,1,3
9,q,1,CF1_ντι,CF1_γκι,CF1_γκι,CF1_γκι,q,508,91,1c_Perc.osexp,13,FF07,3,0,1,3
3,m,1,CF1_τι,CF1_τι,CF1_τι,CF1_κι,m,497,92,1c_Perc.osexp,13,FF07,3,0,1,3
14,q,1,CF1_κύμα,CF1_χύμα,CF1_χύμα,CF1_χύμα,q,290,93,1c_Perc.osexp,13,FF07,3,0,1,3
16,q,1,CF1_ντίμη,CF1_δήμη,CF1_ντίμη,CF1_ντίμη,q,252,94,1c_Perc.osexp,13,FF07,3,0,1,3
8,q,1,CF1_γκύζη,CF1_γκάζι,CF1_γκάζι,CF1_γκάζι,q,382,95,1c_Perc.osexp,13,FF07,3,0,1,3
17,m,1,CF1_γκέννες,CF1_γκέννες,CF1_γκέννες,CF1_γέννες,m,532,96,1c_Perc.osexp,13,FF07,3,0,1,3
7,q,1,CF1_ντάμα,CF1_γκάμα,CF1_ντάμα,CF1_ντάμα,q,210,97,1c_Perc.osexp,13,FF07,3,0,1,3
7,m,1,CF1_γκάλα,CF1_γκάλα,CF1_γκάλα,CF1_ντάλα,m,436,98,1c_Perc.osexp,13,FF07,3,0,1,3
16,m,1,CF1_ντύσει,CF1_ντύσει,CF1_ντύσει,CF1_δύσει,m,513,99,1c_Perc.osexp,13,FF07,3,0,1,3
10,q,1,CF1_γόνος,CF1_γένος,CF1_γόνος,CF1_γόνος,q,271,100,1c_Perc.osexp,13,FF07,3,0,1,3
10,q,1,CF1_γέλα,CF1_γάλα,CF1_γέλα,CF1_γέλα,q,549,101,1c_Perc.osexp,13,FF07,3,0,1,3
6,m,1,CF1_χάβω,CF1_χάβω,CF1_χάβω,CF1_θάβω,m,287,102,1c_Perc.osexp,13,FF07,3,0,1,3
8,m,1,CF1_γκέμι,CF1_γκέμι,CF1_γκόμι,CF1_γκέμι,m,285,103,1c_Perc.osexp,13,FF07,3,0,1,3
11,q,1,CF1_δίδα,CF1_γίδα,CF1_γίδα,CF1_γίδα,q,253,104,1c_Perc.osexp,13,FF07,3,0,1,3
13,q,1,CF1_θέλει,CF1_τέλη,CF1_θέλει,CF1_θέλει,q,586,105,1c_Perc.osexp,13,FF07,3,0,1,3
5,q,1,CF1_χώμα,CF1_χύμα,CF1_χώμα,CF1_χώμα,q,600,106,1c_Perc.osexp,13,FF07,3,0,1,3
5,q,1,CF1_χάνει,CF1_χύνει,CF1_χύνει,CF1_χύνει,q,456,107,1c_Perc.osexp,13,FF07,3,0,1,3
6,m,1,CF1_θάβει,CF1_θάβει,CF1_χάβει,CF1_θάβει,m,243,108,1c_Perc.osexp,13,FF07,3,0,1,3
13,m,1,CF1_τάμα,CF1_τάμα,CF1_θάμα,CF1_τάμα,m,337,109,1c_Perc.osexp,13,FF07,3,0,1,3
3,m,1,CF1_κέντα,CF1_κέντα,CF1_τέντα,CF1_κέντα,m,384,110,1c_Perc.osexp,13,FF07,3,0,1,3
2,m,1,CF1_κάπας,CF1_κάπας,CF1_τάπας,CF1_κάπας,m,483,111,1c_Perc.osexp,13,FF07,3,0,1,3
2,q,1,CF1_τάπες,CF1_κάπες,CF1_κάπες,CF1_κάπες,q,366,112,1c_Perc.osexp,13,FF07,3,0,1,3
19,q,1,TF4_ζούλα,TF4_σούλα,TF4_ζούλα,TF4_ζούλα,q,345,113,1c_Perc.osexp,13,FF07,4,1,1,3
19,m,1,TF4_ζώσει,TF4_ζώσει,TF4_ζώσει,TF4_σώσει,m,366,114,1c_Perc.osexp,13,FF07,4,1,1,3
11,m,1,TF2_γίναμε,TM1_γίναμε,AF1_γίναμε,CM6_δίναμε,m,552,115,1c_Perc.osexp,13,FF07,4,0,1,3
2,m,1,TM1_τόπων,TF2_τόπων,CM6_κόπων,AF1_τόπων,m,382,116,1c_Perc.osexp,13,FF07,4,0,1,3
21,m,1,CF1_δώσει,AM2_δώσει,AF2_δώσει,TM2_ζώσει,m,465,117,1c_Perc.osexp,13,FF07,4,0,1,3
6,q,1,AF1_θάψει,TF2_χάψει,CM6_χάψει,TM1_χάψει,q,397,118,1c_Perc.osexp,13,FF07,4,0,1,3
21,m,1,CF2_νότες,TF1_νότες,CM3_νότες,AM1_δότες,m,365,119,1c_Perc.osexp,13,FF07,4,0,1,3
19,m,1,TF4_μάρκες,TF4_μάρκες,TF4_νάρκες,TF4_μάρκες,m,250,120,1c_Perc.osexp,13,FF07,4,1,1,3
20,m,1,TF4_γάρου,TF4_γάρου,TF4_γάρου,TF4_χάρου,m,515,121,1c_Perc.osexp,13,FF07,4,1,1,3
21,m,1,AM2_νόμο,AF2_νόμο,TM2_δόμο,CF1_νόμο,m,293,122,1c_Perc.osexp,13,FF07,4,0,1,3
20,m,1,TF4_γέλια,TF4_γέλια,TF4_γέλια,TF4_χέλια,m,388,123,1c_Perc.osexp,13,FF07,4,1,1,3
20,q,1,TF4_θύτης,TF4_δύτης,TF4_δύτης,TF4_δύτης,q,261,124,1c_Perc.osexp,13,FF07,4,1,1,3
19,q,1,TF4_μύχια,TF4_νύχια,TF4_μύχια,TF4_μύχια,q,306,125,1c_Perc.osexp,13,FF07,4,1,1,3
16,q,1,TF4_ντίσκο,TF4_δίσκο,TF4_ντίσκο,TF4_ντίσκο,q,219,126,1c_Perc.osexp,13,FF07,4,1,1,3
19,m,1,TF4_ζούπα,TF4_ζούπα,TF4_σούπα,TF4_ζούπα,m,314,127,1c_Perc.osexp,13,FF07,4,1,1,3
15,q,1,TF4_χάνατε,TF4_κάνατε,TF4_χάνατε,TF4_χάνατε,q,341,128,1c_Perc.osexp,13,FF07,4,1,1,3
19,q,1,TF4_φράση,TF4_βράση,TF4_βράση,TF4_βράση,q,339,129,1c_Perc.osexp,13,FF07,4,1,1,3
12,m,1,TM1_γάτα,TF2_γάτα,AF1_γάτα,CM6_δάτα,m,1007,130,1c_Perc.osexp,13,FF07,4,0,1,3
19,q,1,TF4_φάσεις,TF4_βάσεις,TF4_βάσεις,TF4_βάσεις,q,267,131,1c_Perc.osexp,13,FF07,4,1,1,3
20,m,1,TF4_δόλο,TF4_δόλο,TF4_δόλο,TF4_θόλο,m,320,132,1c_Perc.osexp,13,FF07,4,1,1,3
3,q,1,AF1_τύπος,TF2_κήπος,TM1_κήπος,CM6_κήπος,q,924,133,1c_Perc.osexp,13,FF07,4,0,1,3
19,m,1,TF4_ζάλο,TF4_ζάλο,TF4_ζάλο,TF4_σάλο,m,1334,134,1c_Perc.osexp,13,FF07,4,1,1,3
21,q,0,AF2_δίκη,CF1_νίκη,AM2_νίκη,TM2_νίκη,m,641,134,1c_Perc.osexp,13,FF07,4,0,1,3
19,q,1,CM3_βάρος,TF1_φάρος,CF2_βάρος,AM1_βάρος,q,577,135,1c_Perc.osexp,13,FF07,4,0,1,3
17,q,0,TF1_γύζη,CF2_γκύζη,CM3_γκύζη,AM1_γκύζη,m,1047,135,1c_Perc.osexp,13,FF07,4,0,1,3
20,q,1,AM1_δέμα,CF2_θέμα,TF1_δέμα,CM3_δέμα,q,1078,136,1c_Perc.osexp,13,FF07,4,0,1,3
19,q,0,AF2_μου,AM2_νου,CF1_μου,TM2_μου,m,1361,136,1c_Perc.osexp,13,FF07,4,0,1,3
13,m,1,CM6_τίμα,AF1_τίμα,TF2_θύμα,TM1_τίμα,m,473,137,1c_Perc.osexp,13,FF07,4,0,1,3
19,q,1,AM1_σώµα,CF2_ζώµα,CM3_ζώµα,TF1_ζώµα,q,373,138,1c_Perc.osexp,13,FF07,4,0,1,3
4,m,1,TF4_χέσει,TF4_χέσει,TF4_χέσει,TF4_θέσει,m,386,139,1c_Perc.osexp,13,FF07,4,1,1,3
9,m,1,TF4_ντύνει,TF4_ντύνει,TF4_γκύνει,TF4_ντύνει,m,173,140,1c_Perc.osexp,13,FF07,4,1,1,3
21,q,1,AF2_θα,AM2_να,TM2_θα,CF1_θα,q,511,141,1c_Perc.osexp,13,FF07,4,0,1,3
21,m,1,AM2_δόλο,AF2_δόλο,CF1_σόλο,TM2_δόλο,m,384,142,1c_Perc.osexp,13,FF07,4,0,1,3
18,q,1,TF4_γκόνο,TF4_γόνο,TF4_γόνο,TF4_γόνο,q,259,143,1c_Perc.osexp,13,FF07,4,1,1,3
20,q,1,AM1_χήρας,TF1_γήρας,CM3_γήρας,CF2_γήρας,q,479,144,1c_Perc.osexp,13,FF07,4,0,1,3
14,m,1,TF4_χι,TF4_χι,TF4_κι,TF4_χι,m,206,145,1c_Perc.osexp,13,FF07,4,1,1,3
NA,m,0,TM1_τι,TM2_τι,TF2_τι,TF2_ντι,q,2501,0,2b_Perc.osexp,14,FF08,0,0,2,2
NA,q,0,TM1_γάμα,TM2_τάμα,TF2_τάμα,TF1_τάμα,None,3000,0,2b_Perc.osexp,14,FF08,0,0,2,2
NA,m,1,TM1_κι,TF2_κι,TF1_κι,TM2_γκι,m,942,1,2b_Perc.osexp,14,FF08,0,0,2,2
NA,m,1,TF2_θάμα,TM2_θάμα,TF1_δάμα,TM1_θάμα,m,1112,2,2b_Perc.osexp,14,FF08,0,0,2,2
NA,q,1,TF2_τίμα,TM1_χύμα,TF1_τίμα,TM2_τίμα,q,1855,3,2b_Perc.osexp,14,FF08,0,0,2,2
NA,q,0,TF2_τάμα,TM1_ντάμα,TF1_τάμα,TM2_τάμα,m,1468,3,2b_Perc.osexp,14,FF08,0,0,2,2
10,q,1,TM2_γέλα,TF1_γάλα,TF2_γέλα,TM1_γέλα,q,796,4,2b_Perc.osexp,14,FF08,1,0,2,2
10,q,1,TM1_γόνος,TF1_γένος,TM2_γόνος,TF2_γόνος,q,1123,5,2b_Perc.osexp,14,FF08,1,0,2,2
7,m,1,TM1_γκάλα,TF2_γκάλα,TM2_γκάλα,TF1_ντάλα,m,937,6,2b_Perc.osexp,14,FF08,1,0,2,2
15,m,1,TF1_κώμα,TF2_κώμα,TM2_χώμα,TM1_κώμα,m,914,7,2b_Perc.osexp,14,FF08,1,0,2,2
9,q,1,TF1_ντι,TM2_γκι,TM1_γκι,TF2_γκι,q,1101,8,2b_Perc.osexp,14,FF08,1,0,2,2
14,q,0,TF2_κύμα,TM2_χύμα,TF1_χύμα,TM1_χύμα,m,664,8,2b_Perc.osexp,14,FF08,1,0,2,2
14,m,1,TF2_χήνα,TF1_χήνα,TM2_χήνα,TM1_κίνα,m,504,9,2b_Perc.osexp,14,FF08,1,0,2,2
9,q,1,TM1_ντέφι,TM2_γκέφι,TF2_ντέφι,TF1_ντέφι,q,554,10,2b_Perc.osexp,14,FF08,1,0,2,2
16,m,1,TF2_ντύσει,TF1_ντύσει,TM1_ντύσει,TM2_δύσει,m,439,11,2b_Perc.osexp,14,FF08,1,0,2,2
5,q,1,TM2_χάνει,TF1_χύνει,TM1_χύνει,TF2_χύνει,q,445,12,2b_Perc.osexp,14,FF08,1,0,2,2
8,m,1,TF1_γκέμι,TM1_γκέμι,TM2_γκόμι,TF2_γκέμι,m,554,13,2b_Perc.osexp,14,FF08,1,0,2,2
11,q,1,TM1_δίδα,TF1_γίδα,TM2_γίδα,TF2_γίδα,q,818,14,2b_Perc.osexp,14,FF08,1,0,2,2
1,m,1,TM1_κήπο,TF1_κήπο,TF2_κήπο,TM2_κόπο,m,679,15,2b_Perc.osexp,14,FF08,1,0,2,2
11,q,1,TF1_γένει,TM1_δένει,TF2_γένει,TM2_γένει,q,990,16,2b_Perc.osexp,14,FF08,1,0,2,2
18,m,1,TM2_γάμα,TM1_γάμα,TF2_γάμα,TF1_γκάμα,m,553,17,2b_Perc.osexp,14,FF08,1,0,2,2
17,m,1,TM1_γκέννες,TM2_γκέννες,TF1_γκέννες,TF2_γέννες,m,626,18,2b_Perc.osexp,14,FF08,1,0,2,2
8,q,1,TF2_γκύζη,TM2_γκάζι,TM1_γκάζι,TF1_γκάζι,q,2812,19,2b_Perc.osexp,14,FF08,1,0,2,2
13,q,0,TF1_θέλει,TF2_τέλη,TM1_θέλει,TM2_θέλει,m,966,19,2b_Perc.osexp,14,FF08,1,0,2,2
12,m,1,TM2_γάμα,TF2_γάμα,TF1_δάμα,TM1_γάμα,m,912,20,2b_Perc.osexp,14,FF08,1,0,2,2
2,m,1,TF1_κάπας,TF2_κάπας,TM1_τάπας,TM2_κάπας,m,1648,21,2b_Perc.osexp,14,FF08,1,0,2,2
7,q,1,TF1_ντάμα,TF2_γκάμα,TM2_ντάμα,TM1_ντάμα,q,923,22,2b_Perc.osexp,14,FF08,1,0,2,2
12,q,0,TF2_δούλα,TF1_γούλα,TM2_γούλα,TM1_γούλα,m,1222,22,2b_Perc.osexp,14,FF08,1,0,2,2
15,q,0,TF1_κάνω,TM1_χάνω,TF2_χάνω,TM2_χάνω,None,3000,22,2b_Perc.osexp,14,FF08,1,0,2,2
6,m,0,TM1_θάβει,TF2_θάβει,TF1_χάβει,TM2_θάβει,None,3000,22,2b_Perc.osexp,14,FF08,1,0,2,2
4,q,1,TF1_χύμα,TM2_θύμα,TF2_θύμα,TM1_θύμα,q,982,23,2b_Perc.osexp,14,FF08,1,0,2,2
3,m,0,TM2_τι,TM1_τι,TF2_τι,TF1_κι,q,834,23,2b_Perc.osexp,14,FF08,1,0,2,2
6,m,1,TF2_χάβω,TF1_χάβω,TM1_χάβω,TM2_θάβω,m,659,24,2b_Perc.osexp,14,FF08,1,0,2,2
16,q,1,TF2_ντίμη,TM1_δήμη,TM2_ντίμη,TF1_ντίμη,q,1830,25,2b_Perc.osexp,14,FF08,1,0,2,2
17,m,1,TM1_γκέλα,TF1_γκέλα,TF2_γέλα,TM2_γκέλα,m,1587,26,2b_Perc.osexp,14,FF08,1,0,2,2
3,m,0,TM1_κέντα,TM2_κέντα,TF2_τέντα,TF1_κέντα,q,1739,26,2b_Perc.osexp,14,FF08,1,0,2,2
1,m,1,TM2_κάπου,TF2_κάπου,TM1_κήπου,TF1_κάπου,m,951,27,2b_Perc.osexp,14,FF08,1,0,2,2
2,q,1,TM2_τάπες,TM1_κάπες,TF1_κάπες,TF2_κάπες,q,708,28,2b_Perc.osexp,14,FF08,1,0,2,2
4,m,1,TM1_θύτης,TF2_θύτης,TF1_θύτης,TM2_χύτης,m,1025,29,2b_Perc.osexp,14,FF08,1,0,2,2
5,q,1,TF1_χώμα,TM1_χύμα,TM2_χώμα,TF2_χώμα,q,827,30,2b_Perc.osexp,14,FF08,1,0,2,2
13,m,1,TF1_τάμα,TM2_τάμα,TF2_θάμα,TM1_τάμα,m,2841,31,2b_Perc.osexp,14,FF08,1,0,2,2
18,q,1,TM2_γάτα,TF2_γκάτα,TF1_γάτα,TM1_γάτα,q,504,32,2b_Perc.osexp,14,FF08,1,0,2,2
4,m,0,TM1_θύτης,TF2_θύτης,TF1_θύτης,TM2_χύτης,None,3000,32,2b_Perc.osexp,14,FF08,2,0,2,2
1,m,1,TM1_κήπο,TF1_κήπο,TF2_κήπο,TM2_κόπο,m,485,33,2b_Perc.osexp,14,FF08,2,0,2,2
15,m,1,TF1_κώμα,TF2_κώμα,TM2_χώμα,TM1_κώμα,m,1150,34,2b_Perc.osexp,14,FF08,2,0,2,2
7,q,1,TF1_ντάμα,TF2_γκάμα,TM2_ντάμα,TM1_ντάμα,q,1081,35,2b_Perc.osexp,14,FF08,2,0,2,2
18,m,1,TM2_γάμα,TM1_γάμα,TF2_γάμα,TF1_γκάμα,m,510,36,2b_Perc.osexp,14,FF08,2,0,2,2
2,m,1,TF1_κάπας,TF2_κάπας,TM1_τάπας,TM2_κάπας,m,683,37,2b_Perc.osexp,14,FF08,2,0,2,2
9,q,0,TF1_ντι,TM2_γκι,TM1_γκι,TF2_γκι,m,1555,37,2b_Perc.osexp,14,FF08,2,0,2,2
10,q,1,TM1_γόνος,TF1_γένος,TM2_γόνος,TF2_γόνος,q,1048,38,2b_Perc.osexp,14,FF08,2,0,2,2
